picto,xm,ym,xd,yd,Nom,Cap,numero,Club
1.5,250,270,275,50,TEST,,1,Australie
1.5,150,270,275,155,TEST,,2,Australie
1.5,45,270,275,265,TEST,,3,Australie
1.5,200,225,225,110,TEST,,4,Australie
1.5,100,225,225,200,TEST,,5,Australie
1.5,250,180,185,35,TEST,,6,Australie
1.5,45,180,185,279,TEST,,7,Australie
1.5,150,180,185,155,TEST,,8,Australie
1.5,205,135,135,75,TEST,,9,Australie
1.5,90,135,135,240,TEST,,10,Australie
1.5,275,90,85,15,TEST,,11,Australie
1.5,195,90,85,110,TEST,,12,Australie
1.5,100,90,85,205,TEST,,13,Australie
1.5,25,90,85,300,TEST,,14,Australie
1.5,150,50,40,155,TEST,(C),15,Australie
1.5,45,315,355,265,TEST,,1,Argentine
1.5,150,315,355,155,TEST,,2,Argentine
1.5,250,315,355,50,TEST,,3,Argentine
1.5,200,360,405,200,TEST,,4,Argentine
1.5,100,360,405,110,TEST,,5,Argentine
1.5,45,405,450,279,TEST,,6,Argentine
1.5,250,405,450,35,TEST,,7,Argentine
1.5,150,405,450,155,TEST,,8,Argentine
1.5,90,450,500,240,TEST,,9,Argentine
1.5,205,450,500,75,TEST,,10,Argentine
1.5,25,495,545,300,TEST,,11,Argentine
1.5,105,495,545,205,TEST,,12,Argentine
1.5,200,495,545,110,TEST,(C),13,Argentine
1.5,275,495,545,15,TEST,,14,Argentine
1.5,150,535,590,155,TEST,,15,Argentine
